method	path	path_html	app	controller	action	auth	auth_required	desc	file	line
UNKNOWN	/admin/sellerauthrule/index	/admin/sellerauthrule/index.html	admin	SellerAuthRule	index	session(PHPSESSID)	unknown		app/admin/controller/SellerAuthRule.php	28
UNKNOWN	/admin/sellermarkqc/addPost	/admin/sellermarkqc/addPost.html	admin	SellerMarkQc	addPost	session(PHPSESSID)	unknown		app/admin/controller/SellerMarkQc.php	122
UNKNOWN	/admin/sellermarkqc/addSellerMarkQc	/admin/sellermarkqc/addSellerMarkQc.html	admin	SellerMarkQc	addSellerMarkQc	session(PHPSESSID)	unknown		app/admin/controller/SellerMarkQc.php	71
UNKNOWN	/admin/sellermarkqc/base64EncodeImage	/admin/sellermarkqc/base64EncodeImage.html	admin	SellerMarkQc	base64EncodeImage	session(PHPSESSID)	unknown		app/admin/controller/SellerMarkQc.php	163
UNKNOWN	/admin/sellermarkqc/del	/admin/sellermarkqc/del.html	admin	SellerMarkQc	del	session(PHPSESSID)	unknown		app/admin/controller/SellerMarkQc.php	274
UNKNOWN	/admin/sellermarkqc/editPost	/admin/sellermarkqc/editPost.html	admin	SellerMarkQc	editPost	session(PHPSESSID)	unknown		app/admin/controller/SellerMarkQc.php	186
UNKNOWN	/admin/sellermarkqc/editSellerMarkQc	/admin/sellermarkqc/editSellerMarkQc.html	admin	SellerMarkQc	editSellerMarkQc	session(PHPSESSID)	unknown		app/admin/controller/SellerMarkQc.php	93
UNKNOWN	/admin/sellermarkqc/getRecordList	/admin/sellermarkqc/getRecordList.html	admin	SellerMarkQc	getRecordList	session(PHPSESSID)	unknown		app/admin/controller/SellerMarkQc.php	253
UNKNOWN	/admin/sellermarkqc/index	/admin/sellermarkqc/index.html	admin	SellerMarkQc	index	session(PHPSESSID)	unknown		app/admin/controller/SellerMarkQc.php	31
UNKNOWN	/admin/sellermarkqc/preview	/admin/sellermarkqc/preview.html	admin	SellerMarkQc	preview	session(PHPSESSID)	unknown		app/admin/controller/SellerMarkQc.php	238
UNKNOWN	/admin/sellermarkqc/see	/admin/sellermarkqc/see.html	admin	SellerMarkQc	see	session(PHPSESSID)	unknown		app/admin/controller/SellerMarkQc.php	212
UNKNOWN	/admin/sellermarkqc/selectDel	/admin/sellermarkqc/selectDel.html	admin	SellerMarkQc	selectDel	session(PHPSESSID)	unknown		app/admin/controller/SellerMarkQc.php	287
UNKNOWN	/admin/slide/addPost	/admin/slide/addPost.html	admin	Slide	addPost	session(PHPSESSID)	unknown		app/admin/controller/Slide.php	28
UNKNOWN	/admin/slide/editPost	/admin/slide/editPost.html	admin	Slide	editPost	session(PHPSESSID)	unknown		app/admin/controller/Slide.php	57
UNKNOWN	/admin/system/setPolicy	/admin/system/setPolicy.html	admin	System	setPolicy	session(PHPSESSID)	unknown		app/admin/controller/System.php	30
UNKNOWN	/admin/system/setTour	/admin/system/setTour.html	admin	System	setTour	session(PHPSESSID)	unknown		app/admin/controller/System.php	49
UNKNOWN	/admin/template/add	/admin/template/add.html	admin	Template	add	session(PHPSESSID)	unknown		app/admin/controller/Template.php	121
UNKNOWN	/admin/template/addPost	/admin/template/addPost.html	admin	Template	addPost	session(PHPSESSID)	unknown		app/admin/controller/Template.php	138
UNKNOWN	/admin/template/del	/admin/template/del.html	admin	Template	del	session(PHPSESSID)	unknown		app/admin/controller/Template.php	244
UNKNOWN	/admin/template/edit	/admin/template/edit.html	admin	Template	edit	session(PHPSESSID)	unknown		app/admin/controller/Template.php	166
UNKNOWN	/admin/template/editPost	/admin/template/editPost.html	admin	Template	editPost	session(PHPSESSID)	unknown		app/admin/controller/Template.php	204
UNKNOWN	/admin/template/img	/admin/template/img.html	admin	Template	img	session(PHPSESSID)	unknown		app/admin/controller/Template.php	290
UNKNOWN	/admin/template/imgDel	/admin/template/imgDel.html	admin	Template	imgDel	session(PHPSESSID)	unknown		app/admin/controller/Template.php	335
UNKNOWN	/admin/template/index	/admin/template/index.html	admin	Template	index	session(PHPSESSID)	unknown		app/admin/controller/Template.php	52
UNKNOWN	/admin/template/selectDel	/admin/template/selectDel.html	admin	Template	selectDel	session(PHPSESSID)	unknown		app/admin/controller/Template.php	267
UNKNOWN	/admin/ticket/add	/admin/ticket/add.html	admin	Ticket	add	session(PHPSESSID)	unknown		app/admin/controller/Ticket.php	101
UNKNOWN	/admin/ticket/edit	/admin/ticket/edit.html	admin	Ticket	edit	session(PHPSESSID)	unknown		app/admin/controller/Ticket.php	107
UNKNOWN	/admin/ticket/index	/admin/ticket/index.html	admin	Ticket	index	session(PHPSESSID)	unknown		app/admin/controller/Ticket.php	35
UNKNOWN	/admin/ticket/list	/admin/ticket/list.html	admin	Ticket	list	session(PHPSESSID)	unknown		app/admin/controller/Ticket.php	59
UNKNOWN	/admin/ticket/post	/admin/ticket/post.html	admin	Ticket	post	session(PHPSESSID)	unknown		app/admin/controller/Ticket.php	117
UNKNOWN	/admin/ticketcategory/add	/admin/ticketcategory/add.html	admin	TicketCategory	add	session(PHPSESSID)	unknown		app/admin/controller/TicketCategory.php	62
UNKNOWN	/admin/ticketcategory/edit	/admin/ticketcategory/edit.html	admin	TicketCategory	edit	session(PHPSESSID)	unknown		app/admin/controller/TicketCategory.php	68
UNKNOWN	/admin/ticketcategory/index	/admin/ticketcategory/index.html	admin	TicketCategory	index	session(PHPSESSID)	unknown		app/admin/controller/TicketCategory.php	37
UNKNOWN	/admin/ticketcomment/audit	/admin/ticketcomment/audit.html	admin	TicketComment	audit	session(PHPSESSID)	unknown		app/admin/controller/TicketComment.php	94
UNKNOWN	/admin/ticketcomment/index	/admin/ticketcomment/index.html	admin	TicketComment	index	session(PHPSESSID)	unknown		app/admin/controller/TicketComment.php	32
UNKNOWN	/admin/ticketcomment/see	/admin/ticketcomment/see.html	admin	TicketComment	see	session(PHPSESSID)	unknown		app/admin/controller/TicketComment.php	77
UNKNOWN	/admin/ticketorder/index	/admin/ticketorder/index.html	admin	TicketOrder	index	session(PHPSESSID)	unknown		app/admin/controller/TicketOrder.php	36
UNKNOWN	/admin/ticketorder/see	/admin/ticketorder/see.html	admin	TicketOrder	see	session(PHPSESSID)	unknown		app/admin/controller/TicketOrder.php	84
UNKNOWN	/admin/ticketprice/index	/admin/ticketprice/index.html	admin	TicketPrice	index	session(PHPSESSID)	unknown		app/admin/controller/TicketPrice.php	30
UNKNOWN	/admin/ticketrefunds/execute	/admin/ticketrefunds/execute.html	admin	TicketRefunds	execute	session(PHPSESSID)	unknown		app/admin/controller/TicketRefunds.php	85
UNKNOWN	/admin/ticketrefunds/index	/admin/ticketrefunds/index.html	admin	TicketRefunds	index	session(PHPSESSID)	unknown		app/admin/controller/TicketRefunds.php	33
UNKNOWN	/admin/ticketrefunds/refundBatch	/admin/ticketrefunds/refundBatch.html	admin	TicketRefunds	refundBatch	session(PHPSESSID)	unknown		app/admin/controller/TicketRefunds.php	170
UNKNOWN	/admin/ticketrefunds/refuse	/admin/ticketrefunds/refuse.html	admin	TicketRefunds	refuse	session(PHPSESSID)	unknown		app/admin/controller/TicketRefunds.php	212
UNKNOWN	/admin/ticketrefunds/wxrefund	/admin/ticketrefunds/wxrefund.html	admin	TicketRefunds	wxrefund	session(PHPSESSID)	unknown		app/admin/controller/TicketRefunds.php	102
UNKNOWN	/admin/tour/agg	/admin/tour/agg.html	admin	Tour	agg	session(PHPSESSID)	unknown		app/admin/controller/Tour.php	224
UNKNOWN	/admin/tour/clock	/admin/tour/clock.html	admin	Tour	clock	session(PHPSESSID)	unknown		app/admin/controller/Tour.php	301
UNKNOWN	/admin/tour/clock_detail	/admin/tour/clock_detail.html	admin	Tour	clock_detail	session(PHPSESSID)	unknown		app/admin/controller/Tour.php	329
UNKNOWN	/admin/tour/edit	/admin/tour/edit.html	admin	Tour	edit	session(PHPSESSID)	unknown		app/admin/controller/Tour.php	75
UNKNOWN	/admin/tour/editPost	/admin/tour/editPost.html	admin	Tour	editPost	session(PHPSESSID)	unknown		app/admin/controller/Tour.php	196
UNKNOWN	/admin/tour/editStatus	/admin/tour/editStatus.html	admin	Tour	editStatus	session(PHPSESSID)	unknown		app/admin/controller/Tour.php	471
UNKNOWN	/admin/tour/export	/admin/tour/export.html	admin	Tour	export	session(PHPSESSID)	unknown		app/admin/controller/Tour.php	388
UNKNOWN	/admin/tour/export_agg	/admin/tour/export_agg.html	admin	Tour	export_agg	session(PHPSESSID)	unknown		app/admin/controller/Tour.php	433
UNKNOWN	/admin/tour/index	/admin/tour/index.html	admin	Tour	index	session(PHPSESSID)	unknown		app/admin/controller/Tour.php	32
UNKNOWN	/admin/tour/is_to_ckeck	/admin/tour/is_to_ckeck.html	admin	Tour	is_to_ckeck	session(PHPSESSID)	unknown		app/admin/controller/Tour.php	347
UNKNOWN	/admin/tour/photos	/admin/tour/photos.html	admin	Tour	photos	session(PHPSESSID)	unknown		app/admin/controller/Tour.php	363
UNKNOWN	/admin/touraccounting/couponinfo	/admin/touraccounting/couponinfo.html	admin	TourAccounting	couponinfo	session(PHPSESSID)	unknown		app/admin/controller/TourAccounting.php	291
UNKNOWN	/admin/touraccounting/detail	/admin/touraccounting/detail.html	admin	TourAccounting	detail	session(PHPSESSID)	unknown		app/admin/controller/TourAccounting.php	356
UNKNOWN	/admin/touraccounting/detail_tourist	/admin/touraccounting/detail_tourist.html	admin	TourAccounting	detail_tourist	session(PHPSESSID)	unknown		app/admin/controller/TourAccounting.php	281
UNKNOWN	/admin/touraccounting/edit	/admin/touraccounting/edit.html	admin	TourAccounting	edit	session(PHPSESSID)	unknown		app/admin/controller/TourAccounting.php	87
UNKNOWN	/admin/touraccounting/editPost	/admin/touraccounting/editPost.html	admin	TourAccounting	editPost	session(PHPSESSID)	unknown		app/admin/controller/TourAccounting.php	115
UNKNOWN	/admin/touraccounting/exportTid	/admin/touraccounting/exportTid.html	admin	TourAccounting	exportTid	session(PHPSESSID)	unknown		app/admin/controller/TourAccounting.php	398
UNKNOWN	/admin/touraccounting/index	/admin/touraccounting/index.html	admin	TourAccounting	index	session(PHPSESSID)	unknown		app/admin/controller/TourAccounting.php	35
UNKNOWN	/admin/touraccounting/overlist	/admin/touraccounting/overlist.html	admin	TourAccounting	overlist	session(PHPSESSID)	unknown		app/admin/controller/TourAccounting.php	305
UNKNOWN	/admin/touraccounting/overlisthotel	/admin/touraccounting/overlisthotel.html	admin	TourAccounting	overlisthotel	session(PHPSESSID)	unknown		app/admin/controller/TourAccounting.php	322
UNKNOWN	/admin/touraccounting/photos	/admin/touraccounting/photos.html	admin	TourAccounting	photos	session(PHPSESSID)	unknown		app/admin/controller/TourAccounting.php	338
UNKNOWN	/admin/touraccounting/tourinfo	/admin/touraccounting/tourinfo.html	admin	TourAccounting	tourinfo	session(PHPSESSID)	unknown		app/admin/controller/TourAccounting.php	252
UNKNOWN	/admin/touraccounting/write_off_ids	/admin/touraccounting/write_off_ids.html	admin	TourAccounting	write_off_ids	session(PHPSESSID)	unknown		app/admin/controller/TourAccounting.php	74
UNKNOWN	/admin/tourhoteluserrecord/detail	/admin/tourhoteluserrecord/detail.html	admin	TourHotelUserRecord	detail	session(PHPSESSID)	unknown		app/admin/controller/TourHotelUserRecord.php	67
UNKNOWN	/admin/tourhoteluserrecord/hotelLog	/admin/tourhoteluserrecord/hotelLog.html	admin	TourHotelUserRecord	hotelLog	session(PHPSESSID)	unknown		app/admin/controller/TourHotelUserRecord.php	85
UNKNOWN	/admin/tourhoteluserrecord/index	/admin/tourhoteluserrecord/index.html	admin	TourHotelUserRecord	index	session(PHPSESSID)	unknown		app/admin/controller/TourHotelUserRecord.php	31
UNKNOWN	/admin/tourwriteoff/index	/admin/tourwriteoff/index.html	admin	TourWriteOff	index	session(PHPSESSID)	unknown		app/admin/controller/TourWriteOff.php	29
UNKNOWN	/admin/tourwriteoff/see	/admin/tourwriteoff/see.html	admin	TourWriteOff	see	session(PHPSESSID)	unknown		app/admin/controller/TourWriteOff.php	75
UNKNOWN	/admin/tourwriteoff.aa/index	/admin/tourwriteoff.aa/index.html	admin	Tourwriteoff.aa	index	session(PHPSESSID)	unknown		app/admin/controller/Tourwriteoff.aa.php	29
UNKNOWN	/admin/tourwriteoff.aa/see	/admin/tourwriteoff.aa/see.html	admin	Tourwriteoff.aa	see	session(PHPSESSID)	unknown		app/admin/controller/Tourwriteoff.aa.php	58
UNKNOWN	/admin/upload/index	/admin/upload/index.html	admin	Upload	index	session(PHPSESSID)	unknown		app/admin/controller/Upload.php	34
UNKNOWN	/admin/users/distribute	/admin/users/distribute.html	admin	Users	distribute	session(PHPSESSID)	unknown		app/admin/controller/Users.php	29
UNKNOWN	/admin/verifyaccountingrecord/addPost	/admin/verifyaccountingrecord/addPost.html	admin	VerifyAccountingRecord	addPost	session(PHPSESSID)	unknown		app/admin/controller/VerifyAccountingRecord.php	55
UNKNOWN	/admin/verifyaccountingrecord/downloadpdf	/admin/verifyaccountingrecord/downloadpdf.html	admin	VerifyAccountingRecord	downloadpdf	session(PHPSESSID)	unknown		app/admin/controller/VerifyAccountingRecord.php	189
UNKNOWN	/admin/verifyaccountingrecord/index	/admin/verifyaccountingrecord/index.html	admin	VerifyAccountingRecord	index	session(PHPSESSID)	unknown		app/admin/controller/VerifyAccountingRecord.php	31
UNKNOWN	/admin/writeoff/index	/admin/writeoff/index.html	admin	WriteOff	index	session(PHPSESSID)	unknown		app/admin/controller/WriteOff.php	28
UNKNOWN	/admin/writeoff/index1	/admin/writeoff/index1.html	admin	WriteOff	index1	session(PHPSESSID)	unknown		app/admin/controller/WriteOff.php	104
UNKNOWN	/admin/writeoff/see	/admin/writeoff/see.html	admin	WriteOff	see	session(PHPSESSID)	unknown		app/admin/controller/WriteOff.php	139
UNKNOWN	/seller/adminlog/edit	/seller/adminlog/edit.html	seller	AdminLog	edit	session(PHPSESSID)	unknown		app/seller/controller/AdminLog.php	28
UNKNOWN	/seller/appt/datetime/add	/seller/appt/datetime/add.html	seller	appt/Datetime	add	session(PHPSESSID)	unknown		app/seller/controller/appt/Datetime.php	82
UNKNOWN	/seller/appt/datetime/build	/seller/appt/datetime/build.html	seller	appt/Datetime	build	session(PHPSESSID)	unknown		app/seller/controller/appt/Datetime.php	157
UNKNOWN	/seller/appt/datetime/index	/seller/appt/datetime/index.html	seller	appt/Datetime	index	session(PHPSESSID)	unknown		app/seller/controller/appt/Datetime.php	21
UNKNOWN	/seller/appt/datetime/post	/seller/appt/datetime/post.html	seller	appt/Datetime	post	session(PHPSESSID)	unknown		app/seller/controller/appt/Datetime.php	50
UNKNOWN	/seller/appt/datetime/remove	/seller/appt/datetime/remove.html	seller	appt/Datetime	remove	session(PHPSESSID)	unknown		app/seller/controller/appt/Datetime.php	137
UNKNOWN	/seller/appt/log/detail	/seller/appt/log/detail.html	seller	appt/Log	detail	session(PHPSESSID)	unknown		app/seller/controller/appt/Log.php	58
UNKNOWN	/seller/appt/log/index	/seller/appt/log/index.html	seller	appt/Log	index	session(PHPSESSID)	unknown		app/seller/controller/appt/Log.php	19
UNKNOWN	/seller/appt/rule/del	/seller/appt/rule/del.html	seller	appt/Rule	del	session(PHPSESSID)	unknown		app/seller/controller/appt/Rule.php	74
UNKNOWN	/seller/appt/rule/index	/seller/appt/rule/index.html	seller	appt/Rule	index	session(PHPSESSID)	unknown		app/seller/controller/appt/Rule.php	19
UNKNOWN	/seller/appt/rule/post	/seller/appt/rule/post.html	seller	appt/Rule	post	session(PHPSESSID)	unknown		app/seller/controller/appt/Rule.php	28
UNKNOWN	/seller/appt/settings/index	/seller/appt/settings/index.html	seller	appt/Settings	index	session(PHPSESSID)	unknown		app/seller/controller/appt/Settings.php	22
UNKNOWN	/seller/base/add	/seller/base/add.html	seller	Base	add	session(PHPSESSID)	unknown		app/seller/controller/Base.php	341
UNKNOWN	/seller/base/addPost	/seller/base/addPost.html	seller	Base	addPost	session(PHPSESSID)	unknown		app/seller/controller/Base.php	360
UNKNOWN	/seller/base/del	/seller/base/del.html	seller	Base	del	session(PHPSESSID)	unknown		app/seller/controller/Base.php	423
UNKNOWN	/seller/base/edit	/seller/base/edit.html	seller	Base	edit	session(PHPSESSID)	unknown		app/seller/controller/Base.php	381
UNKNOWN	/seller/base/editPost	/seller/base/editPost.html	seller	Base	editPost	session(PHPSESSID)	unknown		app/seller/controller/Base.php	402
UNKNOWN	/seller/base/export	/seller/base/export.html	seller	Base	export	session(PHPSESSID)	unknown		app/seller/controller/Base.php	463
UNKNOWN	/seller/base/index	/seller/base/index.html	seller	Base	index	session(PHPSESSID)	unknown		app/seller/controller/Base.php	303
UNKNOWN	/seller/base/selectDel	/seller/base/selectDel.html	seller	Base	selectDel	session(PHPSESSID)	unknown		app/seller/controller/Base.php	435
UNKNOWN	/seller/base/sort	/seller/base/sort.html	seller	Base	sort	session(PHPSESSID)	unknown		app/seller/controller/Base.php	444
UNKNOWN	/seller/base/state	/seller/base/state.html	seller	Base	state	session(PHPSESSID)	unknown		app/seller/controller/Base.php	454
UNKNOWN	/seller/data/accounting_data_url	/seller/data/accounting_data_url.html	seller	Data	accounting_data_url	session(PHPSESSID)	unknown		app/seller/controller/Data.php	61
UNKNOWN	/seller/data/accounting_form	/seller/data/accounting_form.html	seller	Data	accounting_form	session(PHPSESSID)	unknown		app/seller/controller/Data.php	101
UNKNOWN	/seller/data/apply	/seller/data/apply.html	seller	Data	apply	session(PHPSESSID)	unknown		app/seller/controller/Data.php	288
UNKNOWN	/seller/data/editpass	/seller/data/editpass.html	seller	Data	editpass	session(PHPSESSID)	unknown		app/seller/controller/Data.php	587
UNKNOWN	/seller/data/editpassPost	/seller/data/editpassPost.html	seller	Data	editpassPost	session(PHPSESSID)	unknown		app/seller/controller/Data.php	596
UNKNOWN	/seller/data/index	/seller/data/index.html	seller	Data	index	session(PHPSESSID)	unknown		app/seller/controller/Data.php	31
UNKNOWN	/seller/data/show	/seller/data/show.html	seller	Data	show	session(PHPSESSID)	unknown		app/seller/controller/Data.php	319
UNKNOWN	/seller/data/tour	/seller/data/tour.html	seller	Data	tour	session(PHPSESSID)	unknown		app/seller/controller/Data.php	368
UNKNOWN	/seller/data/tour_accounting_form	/seller/data/tour_accounting_form.html	seller	Data	tour_accounting_form	session(PHPSESSID)	unknown		app/seller/controller/Data.php	399
UNKNOWN	/seller/data/tour_write_off_ids	/seller/data/tour_write_off_ids.html	seller	Data	tour_write_off_ids	session(PHPSESSID)	unknown		app/seller/controller/Data.php	353
UNKNOWN	/seller/data/write_off_ids	/seller/data/write_off_ids.html	seller	Data	write_off_ids	session(PHPSESSID)	unknown		app/seller/controller/Data.php	339
UNKNOWN	/seller/forgetpwd/captcha	/seller/forgetpwd/captcha.html	seller	Forgetpwd	captcha	session(PHPSESSID)	unknown		app/seller/controller/Forgetpwd.php	145
UNKNOWN	/seller/forgetpwd/check	/seller/forgetpwd/check.html	seller	Forgetpwd	check	session(PHPSESSID)	unknown		app/seller/controller/Forgetpwd.php	220
UNKNOWN	/seller/forgetpwd/checkPwd	/seller/forgetpwd/checkPwd.html	seller	Forgetpwd	checkPwd	session(PHPSESSID)	unknown		app/seller/controller/Forgetpwd.php	149
UNKNOWN	/seller/forgetpwd/codestr	/seller/forgetpwd/codestr.html	seller	Forgetpwd	codestr	session(PHPSESSID)	unknown		app/seller/controller/Forgetpwd.php	287
UNKNOWN	/seller/forgetpwd/index	/seller/forgetpwd/index.html	seller	Forgetpwd	index	session(PHPSESSID)	unknown		app/seller/controller/Forgetpwd.php	75
UNKNOWN	/seller/forgetpwd/sendEmail	/seller/forgetpwd/sendEmail.html	seller	Forgetpwd	sendEmail	session(PHPSESSID)	unknown		app/seller/controller/Forgetpwd.php	300
UNKNOWN	/seller/index/clear	/seller/index/clear.html	seller	Index	clear	session(PHPSESSID)	unknown		app/seller/controller/Index.php	137
UNKNOWN	/seller/index/index	/seller/index/index.html	seller	Index	index	session(PHPSESSID)	unknown		app/seller/controller/Index.php	18
UNKNOWN	/seller/index/linkage	/seller/index/linkage.html	seller	Index	linkage	session(PHPSESSID)	unknown		app/seller/controller/Index.php	250
UNKNOWN	/seller/index/preview	/seller/index/preview.html	seller	Index	preview	session(PHPSESSID)	unknown		app/seller/controller/Index.php	157
UNKNOWN	/seller/index/screen	/seller/index/screen.html	seller	Index	screen	session(PHPSESSID)	unknown		app/seller/controller/Index.php	73
UNKNOWN	/seller/index/select2	/seller/index/select2.html	seller	Index	select2	session(PHPSESSID)	unknown		app/seller/controller/Index.php	201
UNKNOWN	/seller/login/captcha	/seller/login/captcha.html	seller	Login	captcha	session(PHPSESSID)	unknown		app/seller/controller/Login.php	37
UNKNOWN	/seller/login/checkLogin	/seller/login/checkLogin.html	seller	Login	checkLogin	session(PHPSESSID)	unknown		app/seller/controller/Login.php	32
UNKNOWN	/seller/login/index	/seller/login/index.html	seller	Login	index	session(PHPSESSID)	unknown		app/seller/controller/Login.php	16
UNKNOWN	/seller/login/logout	/seller/login/logout.html	seller	Login	logout	session(PHPSESSID)	unknown		app/seller/controller/Login.php	42
UNKNOWN	/seller/map/amap	/seller/map/amap.html	seller	Map	amap	session(PHPSESSID)	unknown		app/seller/controller/Map.php	20
UNKNOWN	/seller/map/qqmap	/seller/map/qqmap.html	seller	Map	qqmap	session(PHPSESSID)	unknown		app/seller/controller/Map.php	16
UNKNOWN	/seller/register/captcha	/seller/register/captcha.html	seller	Register	captcha	session(PHPSESSID)	unknown		app/seller/controller/Register.php	181
UNKNOWN	/seller/register/check	/seller/register/check.html	seller	Register	check	session(PHPSESSID)	unknown		app/seller/controller/Register.php	186
UNKNOWN	/seller/register/checkMail	/seller/register/checkMail.html	seller	Register	checkMail	session(PHPSESSID)	unknown		app/seller/controller/Register.php	371
UNKNOWN	/seller/register/codestr	/seller/register/codestr.html	seller	Register	codestr	session(PHPSESSID)	unknown		app/seller/controller/Register.php	291
UNKNOWN	/seller/register/index	/seller/register/index.html	seller	Register	index	session(PHPSESSID)	unknown		app/seller/controller/Register.php	93
UNKNOWN	/seller/register/map	/seller/register/map.html	seller	Register	map	session(PHPSESSID)	unknown		app/seller/controller/Register.php	75
UNKNOWN	/seller/register/sendEmail	/seller/register/sendEmail.html	seller	Register	sendEmail	session(PHPSESSID)	unknown		app/seller/controller/Register.php	304
UNKNOWN	/seller/register/upInfo	/seller/register/upInfo.html	seller	Register	upInfo	session(PHPSESSID)	unknown		app/seller/controller/Register.php	79
UNKNOWN	/seller/settlement/add	/seller/settlement/add.html	seller	Settlement	add	session(PHPSESSID)	unknown		app/seller/controller/Settlement.php	97
UNKNOWN	/seller/settlement/addPostSettlement	/seller/settlement/addPostSettlement.html	seller	Settlement	addPostSettlement	session(PHPSESSID)	unknown		app/seller/controller/Settlement.php	219
UNKNOWN	/seller/settlement/confirm_form	/seller/settlement/confirm_form.html	seller	Settlement	confirm_form	session(PHPSESSID)	unknown		app/seller/controller/Settlement.php	152
UNKNOWN	/seller/settlement/list	/seller/settlement/list.html	seller	Settlement	list	session(PHPSESSID)	unknown		app/seller/controller/Settlement.php	41
UNKNOWN	/seller/settlement/order_detail_list	/seller/settlement/order_detail_list.html	seller	Settlement	order_detail_list	session(PHPSESSID)	unknown		app/seller/controller/Settlement.php	498
UNKNOWN	/seller/settlement/settlement_data_url	/seller/settlement/settlement_data_url.html	seller	Settlement	settlement_data_url	session(PHPSESSID)	unknown		app/seller/controller/Settlement.php	526
UNKNOWN	/seller/settlement/show	/seller/settlement/show.html	seller	Settlement	show	session(PHPSESSID)	unknown		app/seller/controller/Settlement.php	476
UNKNOWN	/seller/summary/ticket	/seller/summary/ticket.html	seller	Summary	ticket	session(PHPSESSID)	unknown		app/seller/controller/Summary.php	41
UNKNOWN	/seller/summary/ticket_seller	/seller/summary/ticket_seller.html	seller	Summary	ticket_seller	session(PHPSESSID)	unknown		app/seller/controller/Summary.php	148
UNKNOWN	/seller/summary/tourist	/seller/summary/tourist.html	seller	Summary	tourist	session(PHPSESSID)	unknown		app/seller/controller/Summary.php	224
UNKNOWN	/seller/ticket/category/del	/seller/ticket/category/del.html	seller	ticket/Category	del	session(PHPSESSID)	unknown		app/seller/controller/ticket/Category.php	73
UNKNOWN	/seller/ticket/category/index	/seller/ticket/category/index.html	seller	ticket/Category	index	session(PHPSESSID)	unknown		app/seller/controller/ticket/Category.php	23
UNKNOWN	/seller/ticket/category/post	/seller/ticket/category/post.html	seller	ticket/Category	post	session(PHPSESSID)	unknown		app/seller/controller/ticket/Category.php	53
UNKNOWN	/seller/ticket/comment/index	/seller/ticket/comment/index.html	seller	ticket/Comment	index	session(PHPSESSID)	unknown		app/seller/controller/ticket/Comment.php	22
UNKNOWN	/seller/ticket/comment/see	/seller/ticket/comment/see.html	seller	ticket/Comment	see	session(PHPSESSID)	unknown		app/seller/controller/ticket/Comment.php	63
UNKNOWN	/seller/ticket/order/index	/seller/ticket/order/index.html	seller	ticket/Order	index	session(PHPSESSID)	unknown		app/seller/controller/ticket/Order.php	25
UNKNOWN	/seller/ticket/order/see	/seller/ticket/order/see.html	seller	ticket/Order	see	session(PHPSESSID)	unknown		app/seller/controller/ticket/Order.php	79
UNKNOWN	/seller/ticket/price/build	/seller/ticket/price/build.html	seller	ticket/Price	build	session(PHPSESSID)	unknown		app/seller/controller/ticket/Price.php	52
UNKNOWN	/seller/ticket/price/index	/seller/ticket/price/index.html	seller	ticket/Price	index	session(PHPSESSID)	unknown		app/seller/controller/ticket/Price.php	24
UNKNOWN	/seller/ticket/price/post	/seller/ticket/price/post.html	seller	ticket/Price	post	session(PHPSESSID)	unknown		app/seller/controller/ticket/Price.php	119
UNKNOWN	/seller/ticket/refunds/execute	/seller/ticket/refunds/execute.html	seller	ticket/Refunds	execute	session(PHPSESSID)	unknown		app/seller/controller/ticket/Refunds.php	59
UNKNOWN	/seller/ticket/refunds/index	/seller/ticket/refunds/index.html	seller	ticket/Refunds	index	session(PHPSESSID)	unknown		app/seller/controller/ticket/Refunds.php	20
UNKNOWN	/seller/ticket/refunds/refundBatch	/seller/ticket/refunds/refundBatch.html	seller	ticket/Refunds	refundBatch	session(PHPSESSID)	unknown		app/seller/controller/ticket/Refunds.php	144
UNKNOWN	/seller/ticket/refunds/refuse	/seller/ticket/refunds/refuse.html	seller	ticket/Refunds	refuse	session(PHPSESSID)	unknown		app/seller/controller/ticket/Refunds.php	185
UNKNOWN	/seller/ticket/refunds/wxrefund	/seller/ticket/refunds/wxrefund.html	seller	ticket/Refunds	wxrefund	session(PHPSESSID)	unknown		app/seller/controller/ticket/Refunds.php	76
UNKNOWN	/seller/ticket/ticket/index	/seller/ticket/ticket/index.html	seller	ticket/Ticket	index	session(PHPSESSID)	unknown		app/seller/controller/ticket/Ticket.php	23
UNKNOWN	/seller/ticket/ticket/post	/seller/ticket/ticket/post.html	seller	ticket/Ticket	post	session(PHPSESSID)	unknown		app/seller/controller/ticket/Ticket.php	48
UNKNOWN	/seller/ticketuser/add	/seller/ticketuser/add.html	seller	TicketUser	add	session(PHPSESSID)	unknown		app/seller/controller/TicketUser.php	61
UNKNOWN	/seller/ticketuser/addPost	/seller/ticketuser/addPost.html	seller	TicketUser	addPost	session(PHPSESSID)	unknown		app/seller/controller/TicketUser.php	66
UNKNOWN	/seller/ticketuser/edit	/seller/ticketuser/edit.html	seller	TicketUser	edit	session(PHPSESSID)	unknown		app/seller/controller/TicketUser.php	106
UNKNOWN	/seller/ticketuser/editPost	/seller/ticketuser/editPost.html	seller	TicketUser	editPost	session(PHPSESSID)	unknown		app/seller/controller/TicketUser.php	116
UNKNOWN	/seller/ticketuser/index	/seller/ticketuser/index.html	seller	TicketUser	index	session(PHPSESSID)	unknown		app/seller/controller/TicketUser.php	30
UNKNOWN	/seller/upload/index	/seller/upload/index.html	seller	Upload	index	session(PHPSESSID)	unknown		app/seller/controller/Upload.php	34
